user_id,datetime,id,lat,lon,place,geometry
0,2010-10-17 01:48:53+00:00,0,39.747652,-104.99251000000001,88c46bf20db295831bd2d1718ad7e6f5,POINT (39.747652 -104.99251)
0,2010-10-16 06:02:04+00:00,0,39.891383000000005,-105.07081399999998,7a0f88982aa015062b95e3b4843f9ca2,POINT (39.891383 -105.070814)
0,2010-10-16 03:48:54+00:00,0,39.891077,-105.068532,dd7cd3d264c2d063832db506fba8bf79,POINT (39.891077 -105.068532)
0,2010-10-14 18:25:51+00:00,0,39.750469,-104.999073,9848afcc62e500a01cf6fbf24b797732f8963683,POINT (39.750469 -104.999073)
0,2010-10-14 00:21:47+00:00,0,39.752713,-104.99633700000001,2ef143e12038c870038df53e0478cefc,POINT (39.752713 -104.996337)
0,2010-10-13 23:31:51+00:00,0,39.752508,-104.996637,424eb3dd143292f9e013efa00486c907,POINT (39.752508 -104.996637)
0,2010-10-13 20:05:43+00:00,0,39.7513,-105.000121,d268093afe06bd7d37d91c4d436e0c40d217b20a,POINT (39.7513 -105.000121)
0,2010-10-13 16:41:35+00:00,0,39.758974,-105.010853,6f5b96170b7744af3c7577fa35ed0b8f,POINT (39.758974 -105.010853)
0,2010-10-13 03:57:23+00:00,0,39.827022,-105.14319099999999,f6f52a75fd80e27e3770cd3a87054f27,POINT (39.827022 -105.143191)
0,2010-10-12 19:56:49+00:00,0,39.749934,-105.00001699999999,b3d356765cc8a4aa7ac5cd18caafd393,POINT (39.749934 -105.000017)
0,2010-10-11 02:51:09+00:00,0,39.891077,-105.068532,6f3a2db56d4fa788f72def616f79b7a4,POINT (39.891077 -105.068532)
0,2010-10-09 05:45:25+00:00,0,39.891077,-105.068532,6f3a2db56d4fa788f72def616f79b7a4,POINT (39.891077 -105.068532)
0,2010-10-08 03:33:37+00:00,0,39.758974,-105.010853,11da318f0ea3c4a8f447500c543cb694,POINT (39.758974 -105.010853)
0,2010-10-08 00:38:51+00:00,0,39.747228,-104.99478300000001,ce162b33ed2c7b98e2aced2799aa5b20,POINT (39.747228 -104.994783)
0,2010-10-07 23:38:04+00:00,0,39.752508,-104.996637,424eb3dd143292f9e013efa00486c907,POINT (39.752508 -104.996637)
0,2010-10-07 18:08:17+00:00,0,39.749955,-104.999931,c55f96f8723011deafe6003048c0801e,POINT (39.749955 -104.999931)
0,2010-10-06 17:50:31+00:00,0,39.747669,-104.999467,def089e07c8d11dda2410030487eb504,POINT (39.747669 -104.999467)
0,2010-10-06 16:56:40+00:00,0,39.752713,-104.99633700000001,2ef143e12038c870038df53e0478cefc,POINT (39.752713 -104.996337)
0,2010-10-06 03:33:07+00:00,0,39.827022,-105.14319099999999,f6f52a75fd80e27e3770cd3a87054f27,POINT (39.827022 -105.143191)
0,2010-10-06 00:19:01+00:00,0,39.685683000000004,-104.93922099999999,dcc06bf19e775f436c2225be50e14922,POINT (39.685683 -104.939221)
0,2010-10-05 18:27:11+00:00,0,39.752176,-104.99882,9454d8091acfb4f19795185e5f2a3f43,POINT (39.752176 -104.99882)
0,2010-10-05 02:53:00+00:00,0,39.891077,-105.068532,6f3a2db56d4fa788f72def616f79b7a4,POINT (39.891077 -105.068532)
0,2010-10-05 01:16:06+00:00,0,39.758046,-104.901074,8867b391fb30026174ff6d9546c94b08,POINT (39.758046 -104.901074)
0,2010-10-04 19:24:48+00:00,0,39.74842,-104.995654,115b5206a20011dd9f01003048c10834,POINT (39.74842 -104.995654)
0,2010-10-04 01:47:09+00:00,0,39.891383000000005,-105.07081399999998,7a0f88982aa015062b95e3b4843f9ca2,POINT (39.891383 -105.070814)
0,2010-10-03 23:41:57+00:00,0,39.891077,-105.068532,6f3a2db56d4fa788f72def616f79b7a4,POINT (39.891077 -105.068532)
0,2010-10-02 01:40:03+00:00,0,39.719576,-104.95704199999999,974b77e179e872596500b2d22c38bf26,POINT (39.719576 -104.957042)
0,2010-10-01 18:10:33+00:00,0,39.7513,-105.000121,d268093afe06bd7d37d91c4d436e0c40d217b20a,POINT (39.7513 -105.000121)
0,2010-10-01 02:27:44+00:00,0,39.758102,-105.01165800000001,098e8e9f4b606ce204a76dc504b61697,POINT (39.758102 -105.011658)
0,2010-09-30 23:17:41+00:00,0,39.750282,-104.997708,914b16861780d31fa76919424f16e02d,POINT (39.750282 -104.997708)
0,2010-09-30 17:12:40+00:00,0,39.752713,-104.99633700000001,2ef143e12038c870038df53e0478cefc,POINT (39.752713 -104.996337)
0,2010-09-30 00:24:38+00:00,0,39.685683000000004,-104.93922099999999,dcc06bf19e775f436c2225be50e14922,POINT (39.685683 -104.939221)
